id,imdbid,bechdelRating,title,year,genres
3911,1702439,3,Safe Haven,2013,
3912,2142955,3,Stars Above,2012,
3913,2053463,3,Side Effects,2013,
3914,1649419,2,"Impossible, The",2012,
3915,1559547,3,Beautiful Creatures,2013,
3916,92991,3,Evil Dead II,1987,
3917,124819,1,Orgazmo,1997,
3918,83907,1,"Evil Dead, The",1981,
3919,131857,1,BASEketball,1998,
3920,219699,3,"Gift, The",2000,
3921,115819,0,Cannibal! The Musical,1993,
3922,126916,2,For Love of the Game,1999,
3923,1939659,3,Carrie,2013,
3924,2258281,3,Beyond the Hills,2012,
3925,46963,2,Executive Suite,1954,
3926,52182,3,Separate Tables,1958,
3927,21148,3,Min and Bill,1930,
3928,119227,3,Snow White: A Tale of Terror,1997,
3929,2393787,3,Women&#39;s Day (Dzien kobiet),2012,
3931,1870529,3,Won&#39;t Back Down,2012,
3932,97737,3,Leviathan,1989,
3933,2105044,1,V/H/S,2012,
3934,97240,2,Drugstore Cowboy,1989,
3935,488023,3,Out at the Wedding,2007,
3936,1372301,3,Technotise - Edit i ja,2009,
3937,103767,0,Baraka,1992,
3938,244297,3,War Bride,2001,
3939,336693,0,Khaneh siah ast (The House is Black),1963,
3940,1978480,3,Mosquita y Mari,2012,
3942,2511190,3,A Talking Cat!?!,2013,
3943,1594917,0,Age of the Dragons,2011,
3944,2601160,3,"Key and the Frame, The",2012,
3945,12349,0,"Kid, The",1921,
3946,84481,3,Godard&#39;s Passion,1982,
3947,62687,0,Asterix et Cleopatre,1968,
3948,2377396,3,I Belong,2012,
3949,765446,3,Escape from Planet Earth,2013,
3950,163978,1,"Beach, The",2000,
3951,30149,3,Four Daughters,1938,
3952,76155,1,"Man Who Loved Women, The",1977,
3953,1996310,3,Lore,2012,
3954,46511,3,Journey to Italy,1954,
3955,1351685,0,Jack the Giant Slayer,2013,
3956,1308729,0,Bullet to the Head,2012,
3957,855805,0,Farval Falkenberg,2006,
3958,46066,1,Mesa of Lost Women,1953,
3959,824316,3,Dor,2006,
3961,1623205,3,Oz the Great and Powerful,2013,
3962,80492,3,Can&#39;t Stop the Music,1980,
3963,204640,3,Sordid Lives,2000,
3964,1226240,3,A Late Quartet,2012,
3965,1082853,2,Management,2008,
3966,115678,3,Big Night,1996,
3967,41587,3,A Letter to Three Wives,1949,
3968,29322,0,Nothing Sacred,1937,
3969,1372686,2,Coriolanus,2011,
3970,116683,3,James and the Giant Peach,1996,
3971,338348,1,"Polar Express, The",2004,
3972,85549,3,Flashdance,1983,
3973,111333,1,"Swan Princess, The",1994,
3975,1673702,3,Une vie de chat,2010,
3976,82176,3,Christiane F. - Wir Kinder vom Bahnhof Zoo,1981,
3977,52225,3,South Pacific,1958,
3978,2101341,3,Dead Man Down,2013,
3979,1524137,3,Contraband,2012,
3980,1613750,0,Kon-Tiki,2012,
3981,48960,0,Around the World in Eighty Days,1956,
3982,36868,2,"Best Years of Our Lives, The",1946,
3983,2008562,1,Le grand soir,2012,
3985,71360,1,"Conversation, The",1974,
3986,89469,3,Legend,1985,
3987,102803,1,"Rocketeer, The",1991,
3988,444112,3,Avenue Montaigne,2006,
3989,869977,3,Naissance des pieuvres,2007,
3990,42276,3,Born Yesterday,1950,
3991,379725,3,Capote,2005,
3992,1298554,3,Eva,2011,
3993,47030,2,"Glenn Miller Story, The",1954,
3994,50792,1,Oedipus Rex,1957,
3995,388500,3,Beauty Shop,2005,
3996,790628,1,"Incredible Burt Wonderstone, The",2013,
3997,1059925,3,According to Greta,2009,
3998,486321,0,Fly Me to the Moon,2008,
3999,37638,1,Detour,1945,
4000,1190536,2,Black Dynamite,2009,
4001,292963,2,Before the Devil Knows You&#39;re Dead,2007,
4002,38494,3,Dressed to Kill,1946,
4003,954947,1,"Killer Inside Me, The",2010,
4005,84522,2,Porky&#39;s,1982,
4006,1020543,3,Infestation,2009,
4007,897361,3,I Know Who Killed Me,2007,
4008,41546,1,Kind Hearts and Coronets,1949,
4009,82894,1,Pennies from Heaven,1981,
4010,28092,3,Pennies from Heaven,1936,
4011,375912,1,Layer Cake,2004,
4012,1814621,3,Admission,2013,
4014,1312251,3,"Good Witch&#39;s Garden, The",2009,
4015,1560779,3,"Good Witch&#39;s Gift, The",2010,
4016,2298820,3,La cinquieme saison,2012,
4017,1869716,3,"East, The",2013,
4018,1630626,3,Blue Crush 2,2011,
4019,1583421,3,G.I. Joe: Retaliation,2013,
4020,112471,0,Before Sunrise,1995,
4021,2302755,1,Olympus Has Fallen,2013,
4022,155723,3,A Good Baby,2000,
4023,1517260,3,"Host, The",2013,
4024,1288558,3,Evil Dead,2013,
4025,1924429,0,Trance,2013,
4026,1266097,3,Pirates II: Stagnetti&#39;s Revenge,2008,
4028,445922,3,Across the Universe,2007,
4029,481369,1,"Number 23, The",2007,
4030,765432,3,"Baader Meinhof Complex, The",2008,
4031,42469,1,"Flying Saucer, The",1950,
4032,327753,3,Funny Ha Ha,2002,
4033,2070776,3,Populaire,2012,
4034,100046,3,"Long Walk Home, The",1990,
4035,310778,3,Bon voyage,2003,
4036,98546,1,UHF,1989,
4037,2287655,3,Bitchkram,2012,
4038,1398428,3,YellowBrickRoad,2010,
4039,450982,3,Barbie: Fairytopia,2005,
4040,1092053,3,Barbie as the Island Princess,2007,
4042,1836202,3,Das Wochenende,2012,
4043,1945062,3,About Cherry,2012,
4044,795439,1,Numb,2007,
4045,62994,3,Funny Girl,1968,
4046,494652,3,"Welcome Home, Roscoe Jenkins",2008,
4047,1188729,1,Pandorum,2009,
4048,47580,3,Three Coins in the Fountain,1954,
4049,1242618,3,Deadline,2009,
4050,52844,3,Ghost of Dragstrip Hollow,1959,
4051,1911644,3,"Call, The",2013,
4052,1452628,1,Vanishing on 7th Street,2010,
4053,87781,1,"Natural, The",1984,
4054,453562,2,42,2013,
4055,1483013,3,Oblivion,2013,
4056,109424,1,Chungking Express,1994,
4057,60174,2,Blood Bath,1966,
4058,256380,3,Shallow Hal,2001,
4059,345074,3,Connie and Carla,2004,
4060,959342,3,Se upp f&ouml;r d&aring;rarna,2007,
4061,1595656,3,To the Wonder,2012,
4062,1220198,3,"Fourth Kind, The",2009,
4064,119707,3,Mortal Kombat: Annihilation,1997,
4065,52655,2,A Bucket of Blood,1959,
4066,67341,3,Let&#39;s Scare Jessica to Death,1971,
4067,117509,3,Romeo + Juliet,1996,
4068,2147550,3,Das Leben ist nichts fur Feiglinge,2012,
4069,28203,3,Romeo and Juliet,1936,
4070,1536410,3,Faces in the Crowd,2011,
4071,45793,3,From Here to Eternity,1953,
4072,2357263,3,Pasadena,2013,
4073,47898,3,Bride of the Monster,1955,
4074,1817273,1,"Place Beyond the Pines, The",2012,
4075,910905,2,In the Electric Mist,2009,
4076,493451,1,"Skeptic, The",2009,
4077,416320,3,Match Point,2005,
4078,1565958,3,Les emotifs anonymes,2010,
4079,85809,0,Koyaanisqatsi,1982,
4080,99818,0,I Hired a Contract Killer,1990,
4081,2106476,2,Jagten,2012,
4082,215545,1,Bamboozlee,2000,
4083,339072,3,Gladiatress,2004,
4084,276613,0,Waiting For Godot,2001,
4085,2024519,3,"Broken Circle Breakdown, The",2012,
4086,1083456,1,Fired Up!,2009,
4087,135033,3,Poison for the Fairies,1984,
4088,1425928,3,Vampire Girl versus Frankenstein Girl,2009,
4089,1205558,3,Hick,2011,
4090,1300854,3,Iron Man 3,2013,
4091,1403214,3,Paradies: Liebe,2012,
4092,1854236,3,Den skaldede frisor,2012,
4093,1954701,1,Oh Boy,2012,
4094,1924394,1,"Angels&#39; Share, The",2012,
4095,1891942,1,Nicostratos le pelican,2011,
4096,2179121,3,Le prenom,2012,
4097,1735200,1,When Pigs Have Wings,2011,
4098,1638328,3,L&#39;amour dure trois ans,2011,
4099,1669794,3,Au cul du loup,2011,
4100,1753887,1,Hasta la Vista,2011,
4101,1602472,3,2 Days in New York,2012,
4102,1441912,0,"Way, The",2010,
4103,1441956,3,West Is West,2010,
4104,1700467,3,L&#39;art d&#39;aimer,2011,
4105,2446108,3,Monster High: Ghoul&#39;s Rule,2012,
4106,1781840,3,Jayne Mansfield&#39;s Car,2012,
4107,163178,3,Redball,1999,
4108,48696,0,Tarantula,1955,
4109,377094,1,Moi et mon blanc,2003,
4110,775543,3,Night Catches Us,2010,
4111,77288,2,La cage aux folles,1978,
4112,111001,3,"Road to Wellville, The",1994,
4113,386588,2,Hitch,2005,
4114,1422201,2,One Hot Summer,2009,
4115,1935179,1,Mud,2013,
4116,243558,3,Shojo kakumei Utena: Adolescence mokushiroku,1999,
4117,54049,3,Make Mine Mink,1960,
4118,408961,3,Kids in America,2005,
4119,1185836,2,Adam,2009,
4121,995031,1,Bhool Bhulaiyaa,2007,
4122,200809,3,Life-Size,2000,
4123,88885,3,"Care Bears Movie, The",1985,
4124,83642,3,"Best Little Whorehouse in Texas, The",1982,
4125,2617828,1,Freier Fall,2013,
4126,2220408,1,Vai que da Certo,2013,
4127,1408101,1,Star Trek Into Darkness,2013,
4128,1574639,1,Predicament,2010,
4129,862467,0,Valhalla Rising,2009,
4130,387877,1,Black Dahlia,2006,
4131,275913,3,Amazons and Gladiators,2001,
4132,2034139,3,"Last Exorcism Part II, The",2013,
4133,481499,3,"Croods, The",2013,
4136,2347569,3,Frances Ha,2012,
4137,1706365,3,Feeding Frenzy,2010,
4138,1343092,3,"Great Gatsby, The",2013,
4139,1349451,3,Butter,2011,
4141,103873,3,Dead Alive,1992,
4142,1572315,3,Texas Chainsaw 3D,2013,
4143,27407,3,Bullets or Ballots,1936,
4144,1959438,3,Kiss of the Damned,2012,
4145,1931435,3,"Big Wedding, The",2013,
4146,62229,1,Le Samourai,1967,
4147,74486,0,Eraserhead,1977,
4148,173716,3,Cecil B. Demented,2000,
4149,69495,2,What&#39;s up Doc,1972,
4150,417001,2,Must Love Dogs,2005,
4151,1930294,3,Black Rock,2012,
4152,1095496,3,She&#39;s a Boy I Knew,2007,
4153,923752,1,"King of Kong: A Fistful of Quarters, The",2007,
4154,116922,1,Lost Highway,1997,
4155,2187115,3,Pozitia copilului,2013,
4156,1462900,1,"Grandmaster, The",2013,
4157,88323,1,"Neverending Story, The",1984,
4158,889600,3,Fat Like Me,2007,
4160,134619,1,Disturbing Behavior,1998,
4161,285531,0,Dreamcatcher,2003,
4162,498399,0,We Own the Night,2007,
4163,1904996,3,Parker,2013,
4164,120152,3,Smilla&#39;s Sense of Snow,1997,
4165,2035630,3,Starlet,2012,
4166,2651924,3,"Hit Girl, The",2013,
4167,1245492,1,This Is the End,2013,
4168,1291580,1,Behind the Candelabra,2013,
4169,114508,3,Species,1995,
4170,1536053,3,First Night,2010,
4171,448120,3,Single White Female 2: The Psycho,2005,
4172,286137,3,Something Between Us,2000,
4173,1932767,3,What Maisie Knew,2012,
4174,102993,3,Strangers in Good Company,1990,
4175,97858,3,Meet The Feebles,1989,
4176,404978,1,Gambit,2012,
4177,2254131,3,Shelter,2012,
4178,417385,3,Twelve and Holding,2005,
4179,242587,1,L.I.E.,2001,
4180,848537,3,Epic,2013,
4181,1951261,2,"Hangover part 3, The",2013,
4182,87800,3,A nightmare on Elm Street,1984,
4183,364569,1,Oldboy,2003,
4184,368667,0,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,
4185,74806,3,"Little Girl Who Lives Down the Lane, The",1976,
4186,68327,3,Cabaret,1972,
4187,1733114,3,Cheesecake Casserole,2012,
4188,1670345,1,Now You See Me,2013,
4189,2094762,3,And Now a Word from Our Sponsor,2013,
4190,2243973,3,Hannibal,2012,
4191,1815862,1,After Earth,2013,
4192,1905041,3,Fast and Furious 6,2013,
4193,87957,3,Purple Rain,1984,
4194,1711425,1,21 &amp; Over,2013,
4195,1980209,1,Pain &amp; Gain,2013,
4196,2404463,3,"Heat, The",2013,
4197,1869416,3,Faroeste caboclo,2013,
4198,55471,3,Splendor in the Grass,1961,
4199,52561,1,Anatomy of a Murder,1959,
4200,76683,3,"Sentinel, The",1977,
4201,67713,1,Scars of Dracula,1970,
4202,398913,3,DOA: Dead or Alive,2006,
4203,2250234,1,Dragon Lore: Curse of the Shadow,2013,
4204,11979,3,"Blot, The",1921,
4205,1699755,3,Peeples,2013,
4206,57129,3,"Haunting, The",1963,
4207,1478804,1,Four Assassins,2012,
4208,2191671,3,Elementary,2012,
4209,367959,1,Hannibal Rising,2007,
4210,212985,3,Hannibal,2001,
4211,51773,3,Indiscreet,1958,
4212,2628260,3,Lost In Living,2013,
4213,2234155,1,"Internship, The",2013,
4214,279204,3,Lucky Girl (a.k.a. My Daughter&#39;s Secret Life),2001,
4215,120877,0,Vampires (John Carpenter&#39;s),1998,
4216,119590,3,My Life in Pink ( Ma Vie En Rose ),1997,
4217,1024744,0,I Come with the Rain,2009,
4218,383222,3,BloodRayne,2005,
4221,134119,3,"Talented Mr. Ripley, The",1999,
4222,37120,3,National Velvet,1944,
4223,2370034,0,Tango libre,2012,
4224,274117,3,Read My Lips,2001,
4225,2184339,3,"Purge, The",2013,
4226,1659338,1,"Numbers Station, The",2013,
4227,452637,2,Lady in the Water,2006,
4228,93690,3,Outrageous Fortune,1987,
4229,398375,3,Rumor Has It...,2005,
4230,132347,1,Mystery Men,1999,
4232,67116,1,"French Connection, The",1971,
4233,382992,1,Stealth,2005,
4234,473105,3,Vampire Bats,2005,
4235,1561770,3,"Shunning, The",2011,
4236,465925,3,Brother Bear 2,2006,
4237,65073,3,Taste the Blood of Dracula,1970,
4238,770828,3,Man of Steel,2013,
4241,99851,3,Into The Woods,1991,
4242,1525552,3,Apart,2011,
4243,22074,2,"Smiling Lieutenant, The",1931,
4245,49640,3,"Proud and Profane, The",1956,
4246,267804,0,"One, The",2001,
4247,114214,3,"Quick and the Dead, The",1995,
4248,290661,3,Hundstage,2001,
4249,403358,1,Nochnoy dozor (Night Watch),2004,
4250,120148,3,Sliding Doors,1998,
4252,38109,3,Spellbound,1945,
4253,20670,2,Be Yourself,1930,
4254,414387,3,Pride and Prejudice,2005,
4255,29192,3,Make Way for Tomorrow,1937,
4256,1453405,1,Monsters University,2013,
4257,32943,3,Pride and Prejudice,1940,
4259,816711,3,World War Z,2013,
4261,2255372,3,"Sisters Plotz, The",2013,
4262,252076,3,Maid in Manhattan,2002,
4263,57997,3,Dead Ringer,1964,
4264,1077274,3,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",2007,
4265,365929,3,Whiteout,2009,
4266,2908228,3,My Little Pony: Equestria Girls,2013,
4267,151568,3,Topsy-Turvy,1999,
4268,98300,3,Shag,1989,
4270,98258,2,Say Anything...,1989,
4271,300,0,"Enchanted Drawing, The",1900,
4272,2209418,3,Before Midnight,2013,
4273,2094064,3,Much Ado About Nothing,2012,
4274,1307858,3,All About Evil,2010,
4275,240684,3,"Little Mermaid 2: Return to the Sea, The",2000,
4276,1817676,3,Girl in Progress,2012,
4277,285492,3,Cube2: Hypercube,2002,
4278,2542420,3,White Bear,2013,
4279,1210819,1,"Lone Ranger, The",2013,
4280,1829012,3,Passion,2012,
4281,1682180,3,Stoker,2013,
4282,81573,3,Superman II,1980,
4283,86393,3,Superman III,1983,
4284,73115,3,"Story of O, The",1975,
4285,1410063,3,Jin ling shi san chai,2011,
4288,348150,1,Superman Returns,2006,
4289,2006810,1,Papadopoulos &amp; Sons,2012,
4290,102266,3,"Last Boy Scout, The",1991,
4291,1909270,3,17 Miracles,2011,
4292,353489,3,Ginger Snaps 2: Unleashed,2004,
4293,457572,2,Fido,2006,
4294,2027140,3,L&#39;ecume des jours,2013,
4295,1838571,1,Juan of the Dead,2011,
4296,2132285,3,"Bling Ring, The",2013,
4297,94074,3,Superman IV: The Quest for Peace,1987,
4298,381707,3,White Chicks,2004,
4299,1791614,3,Struck by Lightning,2012,
4300,1690953,3,Despicable Me 2,2013,
4301,45877,0,"Hitch-Hiker, The",1953,
4302,379217,3,Coffee and Cigarettes,2003,
4303,2098628,3,Augustine,2012,
4304,2258858,3,Wadjda,2013,
4305,2243389,2,I&#39;m So Excited,2013,
4306,2284766,3,Mary and Martha,2013,
4307,1643222,3,Hell,2011,
4308,1132285,3,"Factory, The",2012,
4309,2334879,2,White House Down,2013,
4310,1575539,3,Elena Undone,2010,
4311,1466054,3,Cloudburst,2011,
4312,448124,3,Snow cake,2006,
4313,2330312,3,Bratz: Fashion Pixiez,2007,
4314,1822302,3,Sassy Pants,2012,
4315,91790,3,Pretty in Pink,1986,
4316,61655,1,"Fearless Vampire Killers, The",1967,
4317,76161,3,"Hound of the Baskervilles, The",1978,
4318,860907,3,Evangelion: 3.0 You Can (Not) Redo,2012,
4319,283003,3,Spun,2002,
4320,1047540,3,Parental Guidance,2012,
4322,1314645,3,C Me Dance,2009,
4323,265104,0,"Breed, The",2001,
4324,2051879,3,Europa Report,2013,
4325,289765,1,Red Dragon,2002,
4326,110054,3,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1994,
4327,67367,3,Lust for a Vampire,1971,
4328,371835,3,Ghost Cat,2004,
4329,1258972,1,"Man with the Iron Fists, The",2012,
4330,480239,3,Atlas Shrugged: Part I,2011,
4331,57226,2,"Kiss of the Vampire, The",1963,
4332,1508661,3,Dead Hooker in a Trunk,2009,
4333,119114,3,Fever Pitch,1997,
4334,1663662,1,Pacific Rim,2013,
4335,24034,3,42nd Street,1933,
4336,1855401,0,Tim and Eric&#39;s Billion Dollar Movie,2012,
4337,107214,0,Indien,1993,
4338,167190,1,Hellboy,2004,
4339,415833,2,Hate Crime,2005,
4340,65856,2,House of Dark Shadows,1970,
4341,279231,3,Miss Minoes (a.k.a Undercover Kitty),2001,
4342,2304517,3,Bikini Spring Break,2012,
4343,304,0,Grandma&#39;s Reading Glass,1900,
4344,272,0,As Seen Through A Telescope (a.k.a The Professor and His Field Glass),1900,
4345,257654,0,Explosion of a Motor Car (a.k.a The Dlights of Automobiling),1900,
4346,306,0,Hamlet ( Le Duel d&#39;Hamlet),1900,
4347,57542,3,Summer Magic,1963,
4348,2150332,3,Renoir,2012,
4349,323298,3,"Mother, The",2003,
4350,64040,0,Army of Shadows,1969,
4351,238924,1,"Dangerous Lives of Altar Boys, The",2002,
4352,492571,3,Bratz: Rock Angelz,2005,
4353,116287,3,Fear,1996,
4354,32946,3,Primrose Path,1940,
4355,87995,2,Repo Man,1984,
4356,58450,3,"Umbrellas of Cherbourg, The",1964,
4357,120728,3,"Last Days of Disco, The",1998,
4358,104981,3,Neon City,1991,
4359,34240,3,Sullivan&#39;s Travels,1941,
4360,119190,3,George of the Jungle,1997,
4361,1885331,3,Paris-Manhattan,2012,
4363,32406,2,Chamber of Horrors / Door with the Seven Locks,1940,
4364,97742,2,Licence to Kill,1989,
4365,2724064,3,Sharknado,2013,
4366,1614408,3,Time Traveller (Toki o Kakeru Shojo),2010,
4367,1602613,3,Only God Forgives,2013,
4368,415819,3,He Was Cool (Geunomeun meoshiteotda),2004,
4369,1821426,3,Family Weekend,2013,
4370,1457767,3,"Conjuring, The",2013,
4371,1531901,3,Byzantium,2012,
4373,51744,3,House on Haunted Hill,1959,
4374,94668,3,Appleseed,1988,
4375,1860353,3,Turbo,2013,
4376,58700,1,"Last Man on Earth, The",1964,
4377,165929,0,Romeo Must Die,2000,
4378,306685,1,Cradle 2 the Grave,2003,
4379,2343371,3,Amiche da morire,2013,
4380,117056,3,Ayneh,1997,
4381,117056,3,Ayneh,1997,
4382,790736,1,R.I.P.D.,2013,
4383,119874,3,"Peacemaker, The",1997,
4384,2061712,1,Interview with a Hitman,2012,
4386,432291,3,"Fog, The",2005,
4387,2081194,3,Hansel and Gretel Get Baked,2013,
4388,1430132,3,"Wolverine, The",2013,
4389,414923,3,Crimes of Fashion,2004,
4390,40458,3,I Remember Mama,1948,
4391,104797,3,Malcolm X,1992,
4392,54462,3,"Wasp Woman, The",1959,
4393,1821694,3,Red 2,2013,
4394,56983,3,Dementia 13,1963,
4396,1757944,3,"Princess and the Pony, The",2011,
4397,98032,3,Oranges Are Not The Only Fruit,1989,
4398,323120,3,Loving Annabelle,2006,
4399,426089,3,Maggie and Annie,2002,
4400,120603,3,Beloved,1998,
4401,460740,3,Cashback,2006,
4402,49363,1,Indestructible Man,1956,
4403,265171,3,Elvira&#39;s Haunted Hills,2001,
4404,2097307,3,Hit and Run,2012,
4405,2392261,3,"Lizzie Bennet Diaries, The",2012,
4406,83833,1,Diner,1982,
4407,55902,2,"Devil&#39;s Hand, The",1962,
4408,362270,2,"Life Aquatic with Steve Zissou, The",2004,
4409,1009,2,"Princess Nicotine; or, The Smoke Fairy",1909,
4410,51755,1,I Bury the Living,1958,
4411,39286,2,Crossfire,1947,
4412,93075,2,"Gate, The",1987,
4413,205214,3,"Magical Legend of the Leprechauns, The",1999,
4414,1213663,2,"World&#39;s End, The",2013,
4415,32376,3,"Dance, Girl, Dance",1940,
4416,2017020,3,"Smurfs 2, The",2013,
4417,42593,2,In a Lonely Place,1950,
4418,1845866,3,Teen Spirit,2011,
4419,2191701,2,Grown Ups 2,2013,
4420,1727388,3,"Way Way Back, The",2013,
4421,110169,3,It&#39;s Pat,1994,
4422,108255,3,Super Mario Bros.,1993,
4423,120841,3,Species II,1998,
4424,412798,3,Half Light,2006,
4425,117534,3,Sabrina the Teenage Witch,1996,
4426,2106550,3,Mobius,2013,
4427,1828224,3,La Leyenda de la Llorona,2011,
4428,38890,3,"Rome, Open City",1945,
4429,303678,1,Armitage: Dual Matrix,2002,
4431,1758795,3,"To Do List, The",2013,
4432,1783732,1,John Dies at the End,2012,
4433,1684233,1,Welcome to the Punch,2013,
4434,275277,3,Cowboy Bebop: The Movie,2001,
4435,2334873,3,Blue Jasmine,2013,
4436,2334649,3,Fruitvale Station,2013,
4437,140888,3,Central Station,1998,
4438,299172,3,Home on the Range,2004,
4439,490084,3,Because I Said So,2007,
4440,1913178,3,"Crown and the Dragon, The",2013,
4441,238546,3,Queen of the Damned,2002,
4442,48356,3,Marty,1955,
4443,25822,3,Spitfire,1934,
4444,271027,1,Kiss of the Dragon,2001,
4445,209958,2,"Cell, The",2000,
4446,251110,3,Gypsy 83,2001,
4447,257778,1,"Hunchback of  Notre Dame II, The",2002,
4448,86425,1,Terms of Endearment,1983,
4449,86425,3,Terms of Endearment,1983,
4450,1272878,1,2 Guns,2013,
4451,89297,3,Hour of the Star,1986,
4452,76661,0,"36 Crazy Fists, The",1977,
4453,1469259,3,Bratz the Video: Starrin&#39; &amp; Stylin&#39;,2004,
4454,372122,3,Adam &amp; Steve,2005,
4455,2201251,3,"Hot Flashes, The",2013,
4456,2396566,3,20 Feet from Stardom,2013,
4457,3973,2,A Florida Enchantment,1914,
4460,1535108,3,Elysium,2013,
4461,2007360,1,Computer Chess,2013,
4462,2387433,2,Dark Skies,2013,
4463,1691917,1,Planes,2013,
4465,1381404,1,"Company You Keep, The",2012,
4466,1493886,1,"Wild Hunt, The",2009,
4467,1504362,1,Natale a Beverly Hills,2009,
4468,2109184,3,Paranormal Activity 4,2012,
4469,2008633,3,Radio Rebel,2012,
4470,1650554,3,Kick-Ass 2,2013,
4471,1698648,3,Girl Most Likely,2013,
4472,2294677,3,In a World...,2013,
4473,2188560,2,Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),2013,
4474,76141,1,High Anxiety,1977,
4475,33874,3,"Man Who Came to Dinner, The",1942,
4476,2387413,3,Captain Battle: Legacy War,2013,
4477,2294189,3,"Fall, The",2013,
4478,2094155,0,Dead Man&#39;s Burden,2012,
4479,61495,1,La collectionneuse,1967,
4480,89066,1,Detective,1985,
4481,55910,3,Les dimanches de Ville d&#39;Avray,1962,
4482,117968,2,Three Lives and Only One Death,1996,
4483,487928,3,Dante 01,2008,
4484,58658,3,Code Name: Tiger,1964,
4485,1649780,3,"Peace, Love, &amp; Misunderstanding",2011,
4486,316732,3,Taxi,2004,
4488,2195548,0,Prince Avalanche,2013,
4489,2009643,0,&Aacute; annan veg,2011,
4492,2279864,2,Clear History,2013,
4494,57590,3,Tom Jones,1963,
4495,30396,3,"Mad Miss Manton, The",1938,
4496,119361,1,In the Company of Men,1997,
4497,59825,1,"Train, The",1964,
4499,1787127,3,"Forgiveness of Blood, The",2011,
4500,491738,3,Psych,2006,
4501,58544,3,"Ghidorah, the Three-Headed Monster",1964,
4502,300556,1,Timeline,2003,
4504,1640571,3,Titanic II,2010,
4505,1853739,3,You&#39;re Next,2011,
4506,249380,3,Baise-Moi,2000,
4507,1723121,3,We&#39;re the Millers,2013,
4508,2312390,3,"Gamers: Hands of Fate, The",2013,
4509,1538403,3,"Mortal Instruments: City of Bones, The",2013,
4510,44100,3,Take Care of My Little Girl,1951,
4511,342167,3,Camp,2003,
4513,56575,2,That Touch of Mink,1962,
4514,2585078,3,Summer League,2013,
4515,111507,1,Three Colors: White,1994,
4516,70849,3,Last Tango in Paris,1972,
4517,73440,3,Nashville,1975,
4518,408306,1,Munich,2005,
4519,62136,3,Playtime,1967,
4520,72308,1,"Towering Inferno, The",1974,
4521,43871,3,Odette,1950,
4522,1327773,3,Lee Daniels&#39; The Butler,2013,
4523,52602,3,"Bat, The",1959,
4524,349416,3,Eulogy,2004,
4525,363988,1,Secret Window,2004,
4526,300140,3,Lilya 4-Ever,2002,
4527,119723,3,Mrs Dalloway,1997,
4528,404032,3,"Exorcism of Emily Rose, The",2005,
4529,1646980,1,"Double, The",2011,
4530,1381413,1,Pete Smalls Is Dead,2010,
4531,1598822,3,New Year&#39;s Eve,2011,
4532,1638350,3,Le Skylab,2011,
4533,874271,3,Elsewhere,2009,
4534,119204,3,Glasblasarns barn,1998,
4535,90738,3,Black Widow,1987,
4536,2366450,3,Stories We Tell,2012,
4537,1480295,1,Killing Season,2013,
4538,1874789,2,Supporting Characters,2012,
4539,55506,3,A Taste of Honey,1961,
4540,2664258,1,UMMAH - Unter Freunden,2013,
4542,1160996,1,"Colony, The",2013,
4543,1411250,0,Riddick,2013,
4544,84516,3,Poltergeist,1982,
4545,1433811,2,Disconnect,2013,
4546,1959332,3,American Mary,2012,
4547,119313,3,Hope Floats,1998,
4548,2309295,3,Hemlock Grove,2013,
4549,1525890,3,"Caller, The",2011,
4550,88771,3,Barbarian Queen,1985,
4551,1995341,3,It&#39;s a Disaster,2012,
4552,50371,1,A Face in the Crowd,1957,
4553,2054790,1,Michael Kohlhaas,2013,
4554,41386,1,"Fountainhead, The",1949,
4555,108310,3,Telling Secrets,1993,
4556,1236371,3,Mysteries of Lisbon,2010,
4557,195714,1,Final Destination,2000,
4558,1937149,3,"Body, The",2012,
4559,50998,3,Sorority Girl,1957,
4560,205873,3,"Dish, The",2000,
4561,82677,1,Looker,1981,
4562,366920,3,Pride and Prejudice,2003,
4563,1657299,3,"Decoy Bride, The",2011,
4564,83762,0,Countryman,1982,
4565,439491,3,Caribe,2004,
4566,3100510,0,Warpaint,2012,
4567,1948150,2,Singham,2011,
4568,2229499,3,Don Jon,2013,
4569,80761,3,Friday the 13th,1980,
4570,758746,2,Friday the 13th,2009,
4571,361411,3,Bride and Prejudice,2004,
4572,82418,2,Friday the 13th Part 2,1981,
4573,83972,3,Friday the 13th Part III,1982,
4574,99819,3,I love you to death,1990,
4575,60125,1,L&#39;armata Brancaleone,1966,
4576,91059,3,Flight of the Navigator,1986,
4577,102303,0,Life Stinks,1991,
4578,96487,1,Young Guns,1988,
4579,97235,0,"Dream Team, The",1989,
4580,55277,3,"Parent Trap, The",1961,
4581,91721,3,"Parent Trap II, The",1986,
4582,96001,3,Rock &#39;n&#39; Roll Mom,1988,
4583,1426329,3,Lovelace,2013,
4584,82045,0,Banana Joe,1982,
4585,85601,0,Go for It,1983,
4586,1731697,3,"Lords of Salem, The",2012,
4587,435224,1,Nemmeno il destino,2004,
4588,1833781,3,Ruggine,2011,
